raw_words,task,quadruples
I ca n't wait to get back to Boston to return to Grotto !,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['Grotto']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"It is a minced , raw beef marinated in spices and is traditionally & BEST served raw/rare .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 12, 'to': 13, 'term': ['traditionally']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 14, 'to': 15, 'term': ['BEST']}, 'sentiment': 'POS'}]"
"Very accommodating of our group of 7 , with a very eclectic wine list ( we found a pinotage ! ! ) .",ACOS,"[{'aspect': {'from': 18, 'to': 19, 'term': ['pinotage']}, 'category': 'Drinks#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'accommodating']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 14, 'term': ['wine', 'list']}, 'category': 'Drinks#Style_Options', 'opinion': {'from': 10, 'to': 12, 'term': ['very', 'eclectic']}, 'sentiment': 'POS'}]"
I typically always order the same thing whenever I find myself here - the fried green tomato sandwich on ciabatta with a side of potato rounds .,ACOS,"[{'aspect': {'from': 14, 'to': 18, 'term': ['fried', 'green', 'tomato', 'sandwich']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Caesar salads were brought ; cold , crisp and delicious .",ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Caesar', 'salads']}, 'category': 'Food#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['delicious']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 2, 'term': ['Caesar', 'salads']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['crisp']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 2, 'term': ['Caesar', 'salads']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['cold']}, 'sentiment': 'POS'}]"
Our waitress was friendly and our food arrived in a reasonable amount of time considering how packed the place was .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['waitress']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['friendly']}, 'sentiment': 'POS'}]"
"Claustrophobic seating , Chinese families ( complete with crying babies ) , sappy Chinese drama displayed on TV and a simplified menu -- these were all signs to me that the place was authentic .",ACOS,"[{'aspect': {'from': 31, 'to': 32, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 33, 'to': 34, 'term': ['authentic']}, 'sentiment': 'POS'}]"
The chicken is nothing short of fanatic .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['chicken']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 7, 'term': ['nothing', 'short', 'of', 'fanatic']}, 'sentiment': 'POS'}]"
Mango curry .. pretty good .,ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Mango', 'curry']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['pretty', 'good']}, 'sentiment': 'POS'}]"
I liked the variety of doughnut options with both traditional and nontraditional flavors .,ACOS,"[{'aspect': {'from': 3, 'to': 7, 'term': ['variety', 'of', 'doughnut', 'options']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['liked']}, 'sentiment': 'POS'}]"
The `` Empty Nester 's '' give it a 5 star !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"We were both happy with the service , food and the ambience .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['ambience']}, 'category': 'Ambience#General', 'opinion': {'from': 3, 'to': 4, 'term': ['happy']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['happy']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['happy']}, 'sentiment': 'POS'}]"
Waffles are a must ( and the sauces are to die for ) ! Only complaint is no reservations taken and you need your whole party to be seated - can be a wait on weekends !,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['sauces']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Waffles']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Solid place to get coffee .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Solid']}, 'sentiment': 'POS'}]"
"It is quite Americanized , but really good none the less.Try the jalape \xc3\xb1o cheese Nan .",ACOS,"[{'aspect': {'from': 14, 'to': 16, 'term': ['cheese', 'Nan']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['jalape']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 8, 'term': ['really', 'good']}, 'sentiment': 'POS'}]"
"The highlight was the crispy Pancetta sprinkled on top , which was sparse .",ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['crispy', 'Pancetta']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['highlight']}, 'sentiment': 'POS'}]"
We are horrified and then notice were passing multiple empty tables and being sat nearly on top of another group of two and literally next to/in the kitchen .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Ambience#General', 'opinion': {'from': 2, 'to': 3, 'term': ['horrified']}, 'sentiment': 'NEG'}]"
We did order Garlic Shrimp tapa ( it was good & flavorful ) and Chicken Chorizo Paella ( not bad ) .,ACOS,"[{'aspect': {'from': 3, 'to': 6, 'term': ['Garlic', 'Shrimp', 'tapa']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['flavorful']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 6, 'term': ['Garlic', 'Shrimp', 'tapa']}, 'category': 'Food#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 14, 'to': 17, 'term': ['Chicken', 'Chorizo', 'Paella']}, 'category': 'Food#Quality', 'opinion': {'from': 18, 'to': 20, 'term': ['not', 'bad']}, 'sentiment': 'POS'}]"
This place is AWSOME !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['AWSOME']}, 'sentiment': 'POS'}]"
"it is really soft , and I have never had that kinda sauces .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['soft']}, 'sentiment': 'POS'}]"
This is probably the worst Tim Hortons in all of Canada there is usually one till open and five people doing the same job when when someone asks to open another till to keep the line moving they just look at you funny and they make fun of you in another language I have written to the head office about this location their stuff needs to be put on a customer relations course or fired .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['Tim', 'Hortons']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 5, 'term': ['worst']}, 'sentiment': 'NEG'}, {'aspect': {'from': 44, 'to': 45, 'term': ['they']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 37, 'to': 38, 'term': ['they']}, 'category': 'Service#General', 'opinion': {'from': 42, 'to': 43, 'term': ['funny']}, 'sentiment': 'NEG'}]"
"From the moment we walked in , I felt almost like I was on vacation .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Ambience#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
There are so many different places to choose from in Boston but Paddy Os is by far the best !,ACOS,"[{'aspect': {'from': 12, 'to': 14, 'term': ['Paddy', 'Os']}, 'category': 'Restaurant#General', 'opinion': {'from': 18, 'to': 19, 'term': ['best']}, 'sentiment': 'POS'}]"
Pretty cozy atmosphere .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['atmosphere']}, 'category': 'Ambience#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Pretty', 'cozy']}, 'sentiment': 'POS'}]"
"Only complaint is their selection can be diminished in the afternoon , but I suppose that 's where ordering ahead comes in .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['selection']}, 'category': 'Food#Style_Options', 'opinion': {'from': 1, 'to': 2, 'term': ['complaint']}, 'sentiment': 'NEG'}, {'aspect': {'from': 4, 'to': 5, 'term': ['selection']}, 'category': 'Food#Style_Options', 'opinion': {'from': 7, 'to': 8, 'term': ['diminished']}, 'sentiment': 'NEG'}]"
The crispy pork belly had a good sear with a wonderfully caramelized surface and moist flesh with fat that melted on your tongue .,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['pork', 'belly']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 4, 'term': ['pork', 'belly']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['good']}, 'sentiment': 'POS'}]"
"Next to the flatbread was dessert , which consisted of slices of chocolate and lemon cakes -- nothing special , but generous nonetheless.Service was great .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['dessert']}, 'category': 'Food#Style_Options', 'opinion': {'from': 21, 'to': 22, 'term': ['generous']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['dessert']}, 'category': 'Food#Quality', 'opinion': {'from': 17, 'to': 19, 'term': ['nothing', 'special']}, 'sentiment': 'NEU'}]"
I would 've just gone to the club smh .,ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['club', 'smh']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Staff is awesome .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Staff']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['awesome']}, 'sentiment': 'POS'}]"
They sat us down at a dirty table .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['table']}, 'category': 'Ambience#General', 'opinion': {'from': 6, 'to': 7, 'term': ['dirty']}, 'sentiment': 'NEG'}]"
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",ACOS,"[{'aspect': {'from': 4, 'to': 7, 'term': ['cinnamon', 'oatmeal', 'cookie']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 7, 'term': ['cinnamon', 'oatmeal', 'cookie']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 15, 'term': ['not', 'fantastic']}, 'sentiment': 'NEU'}]"
"We sat at the bar and got 20 % off our bill , which was nice.Food was awesome , my fianc\xc3\xa9e had the meatloaf and he loved it .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 15, 'to': 16, 'term': ['nice.Food']}, 'sentiment': 'POS'}]"
Always consistently good .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 3, 'term': ['Always', 'consistently', 'good']}, 'sentiment': 'POS'}]"
One of the best grill cheeses Ive ever hade .,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['grill', 'cheeses']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['best']}, 'sentiment': 'POS'}]"
"Flavors were good but a little lacking in the well rounded or exciting department of things , a little one note but hey , its Disney .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Flavors']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['good']}, 'sentiment': 'POS'}]"
This is what I go for .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Either way , we both really enjoyed the pizza .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['pizza']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 7, 'term': ['really', 'enjoyed']}, 'sentiment': 'POS'}]"
The soup did n't tast like anything special to be honest ...,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['soup']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['special']}, 'sentiment': 'NEG'}]"
"I 'm angry , but I 'm hungry either .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['angry']}, 'sentiment': 'NEG'}]"
"Now for the bad - this place smells very bad with a mixture of old dirty carpet smell , the table wasn't clean , and the bathroom wasn't clean .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['place']}, 'category': 'Ambience#General', 'opinion': {'from': 8, 'to': 10, 'term': ['very', 'bad']}, 'sentiment': 'NEG'}, {'aspect': {'from': 16, 'to': 17, 'term': ['carpet']}, 'category': 'Ambience#General', 'opinion': {'from': 15, 'to': 16, 'term': ['dirty']}, 'sentiment': 'NEG'}, {'aspect': {'from': 26, 'to': 27, 'term': ['bathroom']}, 'category': 'Ambience#General', 'opinion': {'from': 27, 'to': 29, 'term': [""wasn't"", 'clean']}, 'sentiment': 'NEG'}, {'aspect': {'from': 16, 'to': 17, 'term': ['carpet']}, 'category': 'Ambience#General', 'opinion': {'from': 14, 'to': 15, 'term': ['old']}, 'sentiment': 'NEG'}, {'aspect': {'from': 20, 'to': 21, 'term': ['table']}, 'category': 'Ambience#General', 'opinion': {'from': 21, 'to': 23, 'term': [""wasn't"", 'clean']}, 'sentiment': 'NEG'}, {'aspect': {'from': 6, 'to': 7, 'term': ['place']}, 'category': 'Ambience#General', 'opinion': {'from': 3, 'to': 4, 'term': ['bad']}, 'sentiment': 'NEG'}]"
"Seriously , I wanted to ask for a side of champagne to go with it , so that was a huge disappointment .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Drinks#Quality', 'opinion': {'from': 20, 'to': 22, 'term': ['huge', 'disappointment']}, 'sentiment': 'NEG'}]"
It was delicious .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['delicious']}, 'sentiment': 'POS'}]"
"Perfect lunch time spot for a quick , delicious lunch .",ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['lunch']}, 'category': 'Food#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['quick']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 4, 'term': ['lunch', 'time', 'spot']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Perfect']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['lunch']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['delicious']}, 'sentiment': 'POS'}]"
"Great menu , with great pizza options , the wings are nice and crispy.The owners even stopped by just to say hi .",ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['wings']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 12, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 7, 'term': ['pizza', 'options']}, 'category': 'Food#Style_Options', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['menu']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['wings']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['crispy.The']}, 'sentiment': 'POS'}, {'aspect': {'from': 14, 'to': 15, 'term': ['owners']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"I had the cheese , sausage , & garlic and seriously it was some of the best pizza Ive ever had !",ACOS,"[{'aspect': {'from': 17, 'to': 18, 'term': ['pizza']}, 'category': 'Food#Quality', 'opinion': {'from': 16, 'to': 17, 'term': ['best']}, 'sentiment': 'POS'}]"
"The waitress was very nice , in spite of our obvious ruse .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['waitress']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'nice']}, 'sentiment': 'POS'}]"
"Appetizers like tuna tataki , Kani salad , dumplings are very good too.The place is very unassuming and simple ; however , the food is very high quality .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['dumplings']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 12, 'term': ['very', 'good']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 4, 'term': ['tuna', 'tataki']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 12, 'term': ['very', 'good']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 7, 'term': ['Kani', 'salad']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 12, 'term': ['very', 'good']}, 'sentiment': 'POS'}, {'aspect': {'from': 23, 'to': 24, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 25, 'to': 28, 'term': ['very', 'high', 'quality']}, 'sentiment': 'POS'}]"
When I went you ate on styrofoam plates with little plastic forks and the service was not all that great ...,ACOS,"[{'aspect': {'from': 14, 'to': 15, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 16, 'to': 20, 'term': ['not', 'all', 'that', 'great']}, 'sentiment': 'NEG'}]"
Probably does n't make my top 5 places to eat mexican/tex mex in Austin .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
But I like it .. No real waiting.. You can go in n out pretty fast .. plenty of tables if you decided to dine in ...,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 2, 'to': 3, 'term': ['like']}, 'sentiment': 'POS'}, {'aspect': {'from': 19, 'to': 20, 'term': ['tables']}, 'category': 'Restaurant#General', 'opinion': {'from': 17, 'to': 18, 'term': ['plenty']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 14, 'to': 16, 'term': ['pretty', 'fast']}, 'sentiment': 'POS'}]"
